id,name,age,city,email,signup_date,customer_segment,monthly_spend,is_active
14260,Jan Procházka,52,Ostrava,jan.procházka.14260@example.com,2024-08-22,standard,1897.8,True
14261,Kateřina Marek,70,České Budějovice,kateřina.marek.14261@example.com,2022-05-20,enterprise,1037.43,True
14262,Ondřej Procházka,49,Praha,ondřej.procházka.14262@company.cz,2022-09-01,free,948.62,True
14263,Karolína Pokorný,57,Olomouc,karolína.pokorný.14263@example.com,2022-09-27,standard,1025.55,True
14264,Tereza Jelínek,35,Praha,tereza.jelínek.14264@sentinel.test,2022-03-10,enterprise,1426.87,True
14265,Michaela Jelínek,39,Jihlava,michaela.jelínek.14265@demo.io,2022-05-30,premium,1617.13,False
14266,Ondřej Novák,68,Ústí nad Labem,ondřej.novák.14266@example.com,2024-02-08,standard,860.76,False
14267,Kateřina Dvořák,29,Hradec Králové,kateřina.dvořák.14267@company.cz,2023-05-18,free,1271.8,True
14268,Martin Veselý,61,Zlín,martin.veselý.14268@company.cz,2023-11-27,free,1978.71,True
14269,Veronika Kučera,23,České Budějovice,veronika.kučera.14269@sentinel.test,2023-11-30,enterprise,1094.31,True
14270,Jan Pokorný,36,Pardubice,jan.pokorný.14270@mail.cz,2024-10-28,standard,644.18,True
14271,Anna Marek,51,Jihlava,anna.marek.14271@example.com,2024-10-14,standard,2440.29,True
14272,Barbora Marek,18,Liberec,barbora.marek.14272@example.com,2025-10-06,free,2186.67,True
14273,Nikola Svoboda,57,Liberec,nikola.svoboda.14273@demo.io,2025-04-13,standard,1699.24,True
14274,Martin Novák,40,Brno,martin.novák.14274@demo.io,2024-07-13,premium,2168.06,False
14275,Anna Král,33,Praha,anna.král.14275@mail.cz,2023-04-01,premium,854.12,True
14276,Anna Jelínek,26,Plzeň,anna.jelínek.14276@example.com,2023-10-12,enterprise,2239.39,True
14277,Lucie Růžička,34,Brno,lucie.růžička.14277@sentinel.test,2022-01-12,free,1862.7,False
14278,Tomáš Dvořák,70,Plzeň,tomáš.dvořák.14278@mail.cz,2024-09-28,standard,1449.9,True
14279,Jakub Dvořák,45,Praha,jakub.dvořák.14279@example.com,2023-06-09,free,743.01,True
14280,Petr Horák,34,Olomouc,petr.horák.14280@demo.io,2024-02-11,standard,510.16,True
14281,Anna Procházka,42,Karlovy Vary,anna.procházka.14281@example.com,2025-05-24,free,1107.48,True
14282,Petr Růžička,21,Zlín,petr.růžička.14282@sentinel.test,2024-01-28,free,326.69,True
14283,Adéla Procházka,68,Zlín,adéla.procházka.14283@demo.io,2025-08-17,premium,1092.6,True
14284,Veronika Pokorný,73,Jihlava,veronika.pokorný.14284@mail.cz,2024-06-26,premium,2233.15,True
14285,Tereza Novák,25,Karlovy Vary,tereza.novák.14285@example.com,2025-09-17,standard,793.97,True
14286,Martin Král,58,Brno,martin.král.14286@sentinel.test,2025-05-28,premium,1219.88,False
14287,Daniel Hájek,68,Plzeň,daniel.hájek.14287@sentinel.test,2023-08-05,free,561.83,True
14288,Eva Svoboda,52,Zlín,eva.svoboda.14288@demo.io,2025-12-19,standard,573.43,True
14289,Ondřej Novotný,77,Karlovy Vary,ondřej.novotný.14289@sentinel.test,2023-05-14,free,82.36,True
14290,Martin Horák,40,Praha,martin.horák.14290@mail.cz,2026-01-04,premium,2156.35,True
14291,Lucie Růžička,48,Karlovy Vary,lucie.růžička.14291@mail.cz,2024-12-23,premium,734.21,True
14292,Kateřina Veselý,24,České Budějovice,kateřina.veselý.14292@company.cz,2023-11-21,enterprise,218.39,False
14293,Tomáš Procházka,37,Liberec,tomáš.procházka.14293@sentinel.test,2023-04-23,standard,1397.38,True
14294,Eva Marek,53,Ostrava,eva.marek.14294@demo.io,2023-01-14,enterprise,186.25,True
14295,Daniel Hájek,25,Ústí nad Labem,daniel.hájek.14295@example.com,2024-12-02,premium,60.17,True
14296,Ondřej Jelínek,21,Karlovy Vary,ondřej.jelínek.14296@mail.cz,2022-04-19,premium,2383.94,True
14297,Veronika Němec,19,Hradec Králové,veronika.němec.14297@sentinel.test,2024-02-06,free,350.02,True
14298,Eva Němec,39,Liberec,eva.němec.14298@mail.cz,2022-12-31,free,2392.49,True
14299,Jakub Němec,18,Brno,jakub.němec.14299@example.com,2025-07-10,standard,1901.75,True
14300,Daniel Jelínek,43,Ostrava,daniel.jelínek.14300@mail.cz,2023-06-11,premium,2162.26,False
14301,Adéla Jelínek,50,Karlovy Vary,adéla.jelínek.14301@example.com,2025-09-07,free,797.37,True
14302,Eva Král,50,Zlín,eva.král.14302@sentinel.test,2025-07-09,standard,1461.31,True
14303,Daniel Černý,50,Olomouc,daniel.černý.14303@mail.cz,2024-12-11,enterprise,2194.38,True
14304,Anna Jelínek,38,Praha,anna.jelínek.14304@demo.io,2024-09-12,standard,1222.66,True
14305,Adéla Růžička,60,Brno,adéla.růžička.14305@example.com,2025-03-16,free,288.7,False
14306,David Černý,61,,david.černý.14306@mail.cz,2026-01-18,enterprise,2286.77,True
14307,,24,Jihlava,jakub.svoboda.14307@example.com,2025-05-22,free,2376.75,True
14308,Jakub Kučera,67,Karlovy Vary,jakub.kučera.14308@demo.io,2024-10-23,premium,274.94,True
14309,Daniel Beneš,28,Pardubice,daniel.beneš.14309@mail.cz,2023-07-12,standard,1573.81,True
14310,Kateřina Hájek,69,Jihlava,kateřina.hájek.14310@sentinel.test,2025-11-05,standard,1818.38,True
14311,Eva Jelínek,76,České Budějovice,eva.jelínek.14311@example.com,2023-08-09,free,2124.82,True
14312,Veronika Hájek,40,Liberec,veronika.hájek.14312@demo.io,2023-04-21,enterprise,643.59,False
14313,Filip Němec,75,Olomouc,filip.němec.14313@sentinel.test,2025-08-09,premium,1798.07,False
14314,Barbora Dvořák,21,Pardubice,invalid-email-14314,2022-01-18,free,1193.86,True
14315,Jan Růžička,24,Karlovy Vary,jan.růžička.14315@mail.cz,2023-04-08,premium,1714.79,False
14316,David Pokorný,53,Zlín,david.pokorný.14316@example.com,2023-01-03,standard,1614.9,False
14317,Jan Král,29,Pardubice,jan.král.14317@demo.io,2025-06-01,enterprise,999.69,True
14318,Tomáš Černý,69,Plzeň,tomáš.černý.14318@example.com,2023-11-24,enterprise,264.57,True
14319,Tereza Horák,79,České Budějovice,tereza.horák.14319@sentinel.test,2024-03-28,standard,1923.78,True
14320,Petr Horák,62,Liberec,petr.horák.14320@demo.io,2023-07-10,free,2017.22,True
14321,Nikola Novotný,74,Olomouc,nikola.novotný.14321@demo.io,2023-09-30,standard,2059.36,True
14322,Tomáš Dvořák,55,Ostrava,tomáš.dvořák.14322@example.com,2023-02-28,standard,150.79,True
14323,Daniel Svoboda,42,Pardubice,daniel.svoboda.14323@demo.io,2023-06-09,enterprise,1252.39,True
14324,Anna Novák,48,Jihlava,anna.novák.14324@sentinel.test,2024-04-16,free,228.77,True
14325,Eva Svoboda,44,Ostrava,eva.svoboda.14325@demo.io,2024-09-26,premium,1908.73,True
14326,Ondřej Horák,62,Olomouc,ondřej.horák.14326@sentinel.test,2023-08-14,enterprise,1286.59,True
14327,Daniel Pokorný,46,Hradec Králové,daniel.pokorný.14327@company.cz,2024-04-22,standard,882.25,False
14328,Filip Pospíšil,,Karlovy Vary,filip.pospíšil.14328@example.com,2023-05-31,enterprise,1978.92,False
14329,Tomáš Beneš,58,Ústí nad Labem,tomáš.beneš.14329@example.com,2023-04-12,standard,2310.74,True
14330,Anna Svoboda,42,Liberec,anna.svoboda.14330@company.cz,2022-03-06,premium,1263.92,False
14331,Karolína Horák,75,Brno,karolína.horák.14331@sentinel.test,2024-11-06,free,73.49,True
14332,Jakub Černý,64,Jihlava,jakub.černý.14332@sentinel.test,2025-02-05,enterprise,1051.16,False
14333,Jan Novotný,32,Ostrava,jan.novotný.14333@company.cz,2024-11-24,standard,509.55,False
14334,Tomáš Hájek,46,Karlovy Vary,tomáš.hájek.14334@company.cz,2022-05-01,free,2200.61,True
14335,Jan Jelínek,46,Karlovy Vary,jan.jelínek.14335@sentinel.test,2024-11-10,free,2159.24,True
14336,Adéla Růžička,67,Plzeň,adéla.růžička.14336@sentinel.test,2022-12-27,free,2069.14,True
14337,Filip Marek,68,Brno,filip.marek.14337@mail.cz,2022-07-05,free,2281.82,False
14338,David Veselý,24,Brno,david.veselý.14338@example.com,2023-04-09,free,2224.33,True
14339,Jakub Procházka,74,Hradec Králové,jakub.procházka.14339@demo.io,2025-05-05,standard,786.72,False
14340,Petr Dvořák,60,Jihlava,petr.dvořák.14340@demo.io,2024-06-07,standard,202.2,False
14341,Filip Novotný,30,České Budějovice,filip.novotný.14341@demo.io,2025-09-21,free,2443.95,False
14342,Jakub Dvořák,49,Ústí nad Labem,jakub.dvořák.14342@sentinel.test,2022-11-30,free,2370.36,False
14343,Martin Beneš,23,Liberec,martin.beneš.14343@sentinel.test,2022-07-10,free,795.16,False
14344,Martin Marek,35,Jihlava,martin.marek.14344@sentinel.test,2025-03-31,free,1371.19,False
14345,Adéla Svoboda,22,Olomouc,adéla.svoboda.14345@company.cz,2024-11-10,premium,2479.87,True
14346,Tomáš Horák,21,České Budějovice,tomáš.horák.14346@example.com,2025-04-26,free,342.14,True
14347,Jakub Veselý,47,Olomouc,jakub.veselý.14347@sentinel.test,2023-11-13,free,925.34,True
14348,Adéla Svoboda,24,Olomouc,adéla.svoboda.14348@sentinel.test,2025-09-27,premium,857.19,True
14349,Kateřina Svoboda,58,Plzeň,kateřina.svoboda.14349@sentinel.test,2024-10-01,premium,1188.14,False
14350,Kateřina Pospíšil,32,Pardubice,kateřina.pospíšil.14350@demo.io,2022-10-31,standard,1233.46,True
14351,Michaela Novotný,59,Ústí nad Labem,michaela.novotný.14351@demo.io,2024-07-16,enterprise,600.95,True
14352,Eva Veselý,22,Olomouc,eva.veselý.14352@mail.cz,2022-08-23,free,634.08,True
14353,Tereza Veselý,25,Pardubice,tereza.veselý.14353@mail.cz,2024-12-29,standard,995.03,True
14354,Martin Růžička,68,Olomouc,martin.růžička.14354@sentinel.test,2022-06-13,premium,559.91,True
14355,Filip Kučera,30,Ústí nad Labem,filip.kučera.14355@demo.io,2024-10-13,standard,2152.28,True
14356,Karolína Kučera,61,Plzeň,karolína.kučera.14356@mail.cz,2025-01-01,free,2194.49,True
14357,Nikola Němec,19,Plzeň,nikola.němec.14357@company.cz,2023-03-11,enterprise,765.72,True
14358,Jan Novotný,46,Jihlava,jan.novotný.14358@company.cz,2022-01-24,enterprise,2393.23,False
14359,Ondřej Jelínek,58,Pardubice,ondřej.jelínek.14359@sentinel.test,2023-09-24,enterprise,423.91,True
14360,David Novák,59,Zlín,david.novák.14360@example.com,2022-06-14,free,2154.85,True
14361,Adéla Marek,18,Zlín,adéla.marek.14361@example.com,2025-12-19,free,814.27,True
14362,Martin Černý,48,Hradec Králové,martin.černý.14362@example.com,2023-03-04,premium,1370.51,False
14363,Nikola Růžička,21,Ústí nad Labem,nikola.růžička.14363@example.com,2023-06-21,enterprise,437.24,True
14364,Veronika Jelínek,22,Ostrava,veronika.jelínek.14364@demo.io,2024-10-07,enterprise,424.69,True
14365,Ondřej Procházka,21,Praha,ondřej.procházka.14365@company.cz,2022-04-21,free,868.35,True
14366,Filip Pospíšil,63,České Budějovice,filip.pospíšil.14366@example.com,2024-09-23,enterprise,2191.05,True
14367,Lucie Marek,38,Plzeň,lucie.marek.14367@company.cz,2025-11-15,enterprise,219.56,False
14368,Adéla Němec,71,Pardubice,adéla.němec.14368@company.cz,2022-03-29,premium,17.95,False
14369,Lucie Němec,67,Ústí nad Labem,lucie.němec.14369@sentinel.test,2024-12-07,enterprise,752.49,True
14370,Daniel Pospíšil,58,Liberec,daniel.pospíšil.14370@sentinel.test,2023-02-12,enterprise,794.86,True
14371,Daniel Horák,26,Hradec Králové,daniel.horák.14371@demo.io,2022-05-19,free,2416.96,True
14372,Adéla Veselý,61,Plzeň,adéla.veselý.14372@example.com,2024-01-21,standard,1472.25,True
14373,Karolína Kučera,46,Brno,karolína.kučera.14373@demo.io,2023-12-23,standard,2139.07,False
14374,Jan Novotný,75,Liberec,jan.novotný.14374@demo.io,2025-04-21,standard,724.99,True
14375,Anna Pospíšil,65,Hradec Králové,anna.pospíšil.14375@sentinel.test,2025-12-25,premium,404.35,True
14376,Tereza Pospíšil,22,Jihlava,tereza.pospíšil.14376@demo.io,2024-11-19,enterprise,2124.52,True
14377,Kateřina Novotný,55,Liberec,kateřina.novotný.14377@sentinel.test,2024-06-07,enterprise,721.14,True
14378,Anna Král,19,Jihlava,anna.král.14378@demo.io,2024-01-26,standard,338.63,True
14379,Petr Veselý,66,Ostrava,petr.veselý.14379@example.com,2024-02-17,premium,959.65,True
14380,Lucie Jelínek,33,Ústí nad Labem,lucie.jelínek.14380@demo.io,2024-03-27,free,650.76,True
14381,Lucie Novotný,48,Zlín,lucie.novotný.14381@company.cz,2025-04-01,free,2120.26,True
14382,Daniel Svoboda,44,Karlovy Vary,daniel.svoboda.14382@demo.io,2025-12-11,enterprise,1940.95,True
14383,Barbora Svoboda,76,Hradec Králové,barbora.svoboda.14383@mail.cz,2022-06-09,enterprise,1700.34,True
14384,David Novotný,20,Ostrava,david.novotný.14384@example.com,2022-05-14,premium,1789.79,True
14385,Veronika Novotný,66,Karlovy Vary,,2025-05-24,standard,324.22,True
14386,Jan Horák,23,Olomouc,jan.horák.14386@sentinel.test,2024-11-05,premium,2338.6,True
14387,Veronika Kučera,24,Jihlava,veronika.kučera.14387@demo.io,2023-07-14,enterprise,2202.2,True
14388,Karolína Novák,50,Karlovy Vary,karolína.novák.14388@sentinel.test,2024-04-26,premium,188.87,True
14389,Jakub Němec,68,Hradec Králové,jakub.němec.14389@sentinel.test,2025-01-06,premium,1150.76,True
14390,Eva Černý,26,Praha,eva.černý.14390@mail.cz,2022-07-25,standard,1643.57,True
14391,Barbora Pokorný,67,Hradec Králové,barbora.pokorný.14391@example.com,2024-04-13,standard,1031.05,False
14392,Barbora Novotný,27,Ostrava,barbora.novotný.14392@company.cz,2022-04-03,enterprise,2288.02,True
14393,Petr Procházka,70,České Budějovice,petr.procházka.14393@sentinel.test,2023-11-21,standard,2058.8,True
14394,Tereza Růžička,39,Brno,tereza.růžička.14394@demo.io,2022-04-24,free,1443.71,True
14395,Tereza Veselý,26,Karlovy Vary,tereza.veselý.14395@demo.io,2022-07-06,enterprise,2365.63,False
14396,Filip Pospíšil,35,Brno,filip.pospíšil.14396@demo.io,2023-03-06,premium,346.95,True
14397,Petr Král,51,Brno,petr.král.14397@example.com,2025-03-30,premium,894.0,True
14398,Nikola Beneš,20,České Budějovice,nikola.beneš.14398@demo.io,2023-04-17,enterprise,165.64,False
14399,Tomáš Procházka,64,Hradec Králové,tomáš.procházka.14399@mail.cz,2025-03-22,standard,493.71,True
14400,Kateřina Veselý,42,Pardubice,kateřina.veselý.14400@demo.io,2024-08-07,enterprise,528.32,True
14401,Barbora Černý,45,Ostrava,barbora.černý.14401@demo.io,2022-04-07,premium,1059.05,True
14402,Tomáš Beneš,57,Ostrava,tomáš.beneš.14402@mail.cz,2023-09-11,free,1576.36,True
14403,Jan Hájek,63,Ostrava,jan.hájek.14403@company.cz,2025-11-13,standard,1326.03,True
14404,Martin Pokorný,21,České Budějovice,martin.pokorný.14404@demo.io,2024-05-06,standard,1508.76,True
14405,Daniel Dvořák,20,Plzeň,daniel.dvořák.14405@mail.cz,2024-10-22,standard,1347.26,True
14406,Barbora Růžička,35,Brno,barbora.růžička.14406@company.cz,2024-08-14,free,59.23,True
14407,Eva Pokorný,73,Brno,eva.pokorný.14407@company.cz,2025-04-02,free,1194.69,True
14408,Jan Hájek,54,Pardubice,jan.hájek.14408@sentinel.test,2025-09-06,enterprise,2117.25,True
14409,Ondřej Beneš,77,České Budějovice,ondřej.beneš.14409@demo.io,2024-08-04,free,2156.62,True
14410,Nikola Procházka,77,Ústí nad Labem,nikola.procházka.14410@sentinel.test,2025-10-20,free,964.7,False
14411,Michaela Kučera,33,Ústí nad Labem,michaela.kučera.14411@demo.io,2023-04-04,standard,2154.12,True
14412,Karolína Hájek,41,Pardubice,karolína.hájek.14412@mail.cz,2023-09-09,enterprise,1866.09,False
14413,Kateřina Pospíšil,51,České Budějovice,kateřina.pospíšil.14413@sentinel.test,2022-03-12,free,2206.5,True
14414,Filip Novotný,61,Liberec,filip.novotný.14414@company.cz,2022-08-20,premium,337.76,True
14415,Tereza Růžička,21,Ostrava,tereza.růžička.14415@mail.cz,2023-11-18,free,1211.19,True
14416,Daniel Horák,29,Ostrava,daniel.horák.14416@example.com,2023-11-16,free,844.62,False
14417,Kateřina Horák,80,Olomouc,kateřina.horák.14417@sentinel.test,2022-02-03,free,1550.54,False
14418,Tomáš Novotný,80,České Budějovice,tomáš.novotný.14418@company.cz,2022-03-20,standard,784.31,True
14419,Jakub Pokorný,47,Pardubice,jakub.pokorný.14419@demo.io,2025-09-29,free,1957.93,True
14420,Eva Pospíšil,20,Ústí nad Labem,eva.pospíšil.14420@example.com,2023-10-12,premium,1455.0,True
14421,Barbora Svoboda,40,České Budějovice,barbora.svoboda.14421@company.cz,2024-09-26,premium,1932.3,True
14422,Anna Marek,62,Hradec Králové,anna.marek.14422@sentinel.test,2025-10-23,premium,1436.07,True
14423,Barbora Marek,39,Olomouc,barbora.marek.14423@sentinel.test,2022-07-18,standard,1798.69,True
14424,David Novák,70,Liberec,david.novák.14424@company.cz,2023-08-23,standard,2197.07,True
14425,Martin Černý,33,Praha,martin.černý.14425@sentinel.test,2024-04-09,free,1737.42,True
14426,Veronika Procházka,49,Ostrava,veronika.procházka.14426@demo.io,2024-07-14,standard,1294.23,True
14427,Martin Pospíšil,72,Liberec,martin.pospíšil.14427@example.com,2024-08-13,enterprise,2129.78,True
14428,Adéla Svoboda,32,Zlín,adéla.svoboda.14428@company.cz,2023-11-05,enterprise,416.82,True
14429,Petr Novák,18,Ostrava,petr.novák.14429@mail.cz,2023-08-10,free,714.97,True
14430,Anna Marek,31,Olomouc,anna.marek.14430@sentinel.test,2025-07-18,enterprise,906.54,True
14431,Eva Černý,63,Praha,eva.černý.14431@mail.cz,2023-05-10,standard,568.13,True
14432,Nikola Horák,42,Praha,nikola.horák.14432@company.cz,2025-12-10,standard,1819.66,False
14433,Michaela Růžička,61,Liberec,michaela.růžička.14433@sentinel.test,2025-11-23,enterprise,2148.56,False
14434,Karolína Němec,23,Olomouc,karolína.němec.14434@company.cz,2024-04-24,enterprise,1641.26,True
14435,Tomáš Dvořák,58,Brno,tomáš.dvořák.14435@demo.io,2022-06-06,free,1371.55,True
14436,Lucie Růžička,78,Pardubice,lucie.růžička.14436@example.com,2024-02-20,premium,900.14,True
14437,Veronika Horák,52,Brno,veronika.horák.14437@mail.cz,2025-11-26,premium,707.17,True
14438,Lucie Procházka,73,Karlovy Vary,lucie.procházka.14438@example.com,2025-12-05,enterprise,1128.95,True
14439,Eva Pospíšil,60,Karlovy Vary,eva.pospíšil.14439@mail.cz,2025-04-07,enterprise,1488.93,True
14440,Eva Král,29,Brno,eva.král.14440@sentinel.test,2022-03-01,premium,368.95,True
14441,Veronika Novotný,79,Praha,veronika.novotný.14441@example.com,2025-05-11,enterprise,1815.09,True
14442,Michaela Procházka,18,Praha,michaela.procházka.14442@example.com,2024-03-08,standard,2256.68,True
14443,Adéla Beneš,48,Praha,adéla.beneš.14443@example.com,2022-03-27,enterprise,2061.91,True
14444,Jan Kučera,79,Brno,jan.kučera.14444@company.cz,2025-02-17,premium,2041.12,True
14445,Kateřina Marek,26,Ústí nad Labem,kateřina.marek.14445@example.com,2023-12-10,enterprise,245.02,False
14446,Eva Novotný,52,Olomouc,eva.novotný.14446@example.com,2025-06-24,premium,735.79,True
14447,David Růžička,34,Pardubice,david.růžička.14447@mail.cz,2023-05-23,enterprise,2121.59,True
14448,Jakub Růžička,73,Pardubice,jakub.růžička.14448@example.com,2022-04-28,premium,343.95,True
14449,Martin Procházka,29,Karlovy Vary,martin.procházka.14449@demo.io,2023-07-31,enterprise,2197.34,False
14450,Martin Svoboda,65,Plzeň,martin.svoboda.14450@mail.cz,2023-09-25,standard,1299.45,True
14451,Tomáš Beneš,69,Ostrava,tomáš.beneš.14451@demo.io,2024-06-13,enterprise,2416.42,True
14452,Lucie Horák,63,Hradec Králové,lucie.horák.14452@example.com,2022-08-19,standard,2050.16,True
14453,Kateřina Král,78,Karlovy Vary,kateřina.král.14453@example.com,2025-03-27,premium,929.99,True
14454,Michaela Veselý,69,Hradec Králové,michaela.veselý.14454@example.com,2025-09-28,premium,1237.56,True
14455,Lucie Beneš,31,Karlovy Vary,lucie.beneš.14455@company.cz,2025-02-04,standard,52.97,True
14456,Veronika Němec,33,Plzeň,veronika.němec.14456@sentinel.test,2024-08-07,free,786.93,True
14457,Tereza Horák,39,Jihlava,tereza.horák.14457@mail.cz,2025-11-13,standard,1176.22,False
14458,Tereza Černý,22,Brno,tereza.černý.14458@company.cz,2023-11-17,free,1965.36,True
14459,Tereza Kučera,54,České Budějovice,tereza.kučera.14459@mail.cz,2023-06-17,standard,1709.62,True
14460,Michaela Veselý,48,Liberec,michaela.veselý.14460@company.cz,2023-03-20,premium,1953.75,True
14461,Eva Pokorný,63,Zlín,eva.pokorný.14461@company.cz,2025-07-23,enterprise,239.52,True
14462,Jakub Veselý,51,Pardubice,jakub.veselý.14462@mail.cz,2022-05-02,enterprise,2413.53,True
14463,Tomáš Svoboda,28,Hradec Králové,tomáš.svoboda.14463@company.cz,2024-12-20,premium,1998.08,True
14464,David Jelínek,41,Ústí nad Labem,david.jelínek.14464@sentinel.test,2025-12-08,free,825.02,False
14465,Filip Beneš,70,Olomouc,filip.beneš.14465@mail.cz,2023-07-03,premium,508.47,True
14466,David Jelínek,34,České Budějovice,david.jelínek.14466@company.cz,2025-08-06,free,390.27,True
14467,Martin Marek,69,Zlín,martin.marek.14467@demo.io,2025-08-12,standard,842.07,False
14468,Jan Němec,48,Hradec Králové,jan.němec.14468@company.cz,2024-03-05,standard,638.83,True
14469,Filip Jelínek,48,Olomouc,filip.jelínek.14469@mail.cz,2025-04-08,standard,1430.91,True
14470,Jakub Kučera,69,Jihlava,jakub.kučera.14470@sentinel.test,2023-07-21,enterprise,678.65,True
14471,Tomáš Němec,71,Ostrava,tomáš.němec.14471@sentinel.test,2025-10-11,enterprise,629.76,True
14472,Petr Svoboda,63,Ústí nad Labem,petr.svoboda.14472@example.com,2024-01-23,enterprise,252.59,True
14473,Nikola Němec,42,Liberec,nikola.němec.14473@company.cz,2024-06-21,free,1962.08,False
14474,Petr Král,53,České Budějovice,petr.král.14474@company.cz,2024-04-15,free,1324.48,True
14475,Martin Veselý,26,Zlín,martin.veselý.14475@demo.io,2025-08-28,standard,1583.46,True
14476,Petr Dvořák,18,Liberec,petr.dvořák.14476@demo.io,2022-12-07,standard,1341.87,True
14477,Jakub Pospíšil,40,Praha,jakub.pospíšil.14477@company.cz,2023-08-22,standard,164.99,False
14478,Petr Horák,52,Hradec Králové,petr.horák.14478@company.cz,2023-02-03,premium,1209.95,True
14479,Eva Král,54,Jihlava,eva.král.14479@demo.io,2023-08-15,enterprise,2317.98,True
14480,Jakub Horák,49,České Budějovice,jakub.horák.14480@sentinel.test,2025-03-09,free,247.39,False
14481,Karolína Hájek,43,Ostrava,karolína.hájek.14481@demo.io,2025-10-04,free,1483.31,True
14482,Anna Dvořák,46,Plzeň,anna.dvořák.14482@demo.io,2022-09-08,standard,530.31,False
14483,Nikola Jelínek,34,Ústí nad Labem,nikola.jelínek.14483@demo.io,2026-01-24,free,1579.67,False
14484,Martin Procházka,58,Liberec,martin.procházka.14484@company.cz,2026-02-08,enterprise,1460.71,True
14485,Lucie Veselý,51,Karlovy Vary,lucie.veselý.14485@mail.cz,2023-02-18,enterprise,2479.36,True
14486,David Jelínek,60,Jihlava,david.jelínek.14486@sentinel.test,2023-08-06,standard,11.98,True
14487,Michaela Kučera,42,České Budějovice,michaela.kučera.14487@sentinel.test,2023-06-10,premium,2201.04,True
14488,Karolína Jelínek,46,Ostrava,karolína.jelínek.14488@sentinel.test,2024-10-25,standard,108.0,False
14489,Michaela Jelínek,38,Olomouc,michaela.jelínek.14489@mail.cz,2025-07-09,premium,212.18,True
14490,Anna Procházka,63,Zlín,anna.procházka.14490@example.com,2023-06-17,free,531.38,True
14491,Lucie Novotný,62,Liberec,lucie.novotný.14491@demo.io,2024-08-13,free,826.88,True
14492,Nikola Pospíšil,80,Olomouc,nikola.pospíšil.14492@mail.cz,2023-07-29,enterprise,1492.21,True
14493,Martin Růžička,71,Zlín,martin.růžička.14493@company.cz,2023-01-19,free,584.66,True
14494,Tereza Pospíšil,71,Olomouc,tereza.pospíšil.14494@mail.cz,2024-11-19,free,1297.95,False
14495,Veronika Němec,77,Jihlava,veronika.němec.14495@example.com,2022-07-01,enterprise,448.74,True
14496,Ondřej Novák,62,Ostrava,ondřej.novák.14496@demo.io,2026-02-03,standard,2179.86,True
14497,Tomáš Veselý,46,Liberec,tomáš.veselý.14497@company.cz,2023-11-12,enterprise,998.63,True
14498,Eva Veselý,27,Karlovy Vary,eva.veselý.14498@sentinel.test,2023-09-17,premium,1449.71,False
14499,Ondřej Hájek,25,Jihlava,ondřej.hájek.14499@demo.io,2022-07-09,premium,133.38,True
14500,Veronika Procházka,64,Brno,veronika.procházka.14500@company.cz,2024-10-03,standard,632.47,True
14501,David Král,58,Brno,david.král.14501@example.com,2024-02-16,free,2489.18,True
14502,Nikola Černý,63,Brno,nikola.černý.14502@demo.io,2024-11-20,free,1105.53,True
14503,David Svoboda,34,Karlovy Vary,david.svoboda.14503@sentinel.test,2023-10-02,enterprise,626.72,True
14504,Jakub Beneš,27,České Budějovice,jakub.beneš.14504@example.com,2024-12-06,free,71.5,False
14505,Daniel Procházka,60,Hradec Králové,daniel.procházka.14505@demo.io,2025-06-11,standard,1504.15,True
14506,Tereza Beneš,67,Ostrava,tereza.beneš.14506@example.com,2022-01-19,standard,1312.76,True
14507,Tereza Novotný,68,Jihlava,tereza.novotný.14507@mail.cz,2022-09-25,free,742.41,False
14508,Tomáš Kučera,66,Karlovy Vary,tomáš.kučera.14508@mail.cz,2023-07-28,standard,1501.88,False
14509,Tereza Hájek,37,Pardubice,tereza.hájek.14509@demo.io,2025-03-25,standard,1129.12,False
14510,Petr Horák,65,Ostrava,petr.horák.14510@sentinel.test,2024-02-28,free,415.0,True
14511,Barbora Novotný,47,Hradec Králové,barbora.novotný.14511@company.cz,2024-06-19,free,507.47,True
14512,Kateřina Pokorný,37,Praha,kateřina.pokorný.14512@mail.cz,2023-03-06,enterprise,391.29,True
14513,Karolína Král,27,Ústí nad Labem,karolína.král.14513@company.cz,2022-09-18,free,1645.7,True
14514,Tomáš Horák,27,České Budějovice,tomáš.horák.14514@company.cz,2024-08-16,standard,1077.7,True
14515,Adéla Dvořák,64,Olomouc,adéla.dvořák.14515@mail.cz,2022-10-09,standard,2078.44,True
14516,Daniel Jelínek,48,Hradec Králové,daniel.jelínek.14516@mail.cz,2024-10-21,free,306.97,False
14517,Nikola Horák,65,Ústí nad Labem,nikola.horák.14517@demo.io,2024-02-07,premium,286.07,False
14518,Daniel Černý,79,Ostrava,daniel.černý.14518@demo.io,2024-02-24,premium,220.51,True
14519,Tomáš Svoboda,52,Pardubice,tomáš.svoboda.14519@company.cz,2022-08-25,standard,1101.37,True
14520,David Novák,54,Pardubice,david.novák.14520@mail.cz,2026-02-06,free,924.29,True
14521,Eva Pospíšil,76,Praha,eva.pospíšil.14521@demo.io,2024-11-14,standard,1041.17,True
14522,Adéla Pokorný,55,Olomouc,,2024-07-08,standard,243.3,True
14523,Martin Jelínek,37,Zlín,martin.jelínek.14523@mail.cz,2023-12-31,enterprise,303.32,True
